= Start
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:[0x330a4a] - 0x806a7a8
@ /lib/i386-linux-gnu/libc.so.6:(__strdup+0x31)[0x21c371] + 0x806a7a8 0xb
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:(string_split+0x74)[0x331662] + 0x806a910 0x4
@ /lib/i386-linux-gnu/libc.so.6:(__strdup+0x31)[0x21c371] + 0x806a920 0x7
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:(string_split+0x74)[0x331662] < 0x806a910
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:(string_split+0x74)[0x331662] > 0x806a910 0x8
@ /lib/i386-linux-gnu/libc.so.6:(__strdup+0x31)[0x21c371] + 0x806a930 0x4
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:(string_split+0xce)[0x3316bc] < 0x806a910
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:(string_split+0xce)[0x3316bc] > 0x806a910 0xc
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:(string_split+0xee)[0x3316dc] - 0x806a7a8
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:[0x32fb0e] + 0x806a940 0x10
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:[0x330a4a] - 0x806a910
@ /lib/i386-linux-gnu/libc.so.6:(__strdup+0x31)[0x21c371] + 0x806a910 0x7
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:(string_split+0x74)[0x331662] + 0x806a7a8 0x4
@ /lib/i386-linux-gnu/libc.so.6:(__strdup+0x31)[0x21c371] + 0x806a958 0x5
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:(string_split+0x74)[0x331662] < 0x806a7a8
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:(string_split+0x74)[0x331662] > 0x806a7a8 0x8
@ /lib/i386-linux-gnu/libc.so.6:(__strdup+0x31)[0x21c371] + 0x806a968 0x2
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:(string_split+0xce)[0x3316bc] < 0x806a7a8
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:(string_split+0xce)[0x3316bc] > 0x806a7a8 0xc
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:(string_split+0xee)[0x3316dc] - 0x806a910
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:[0x32fb0e] + 0x806ace0 0x10
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:[0x330a4a] - 0x806a7a8
@ /lib/i386-linux-gnu/libc.so.6:(__strdup+0x31)[0x21c371] + 0x806a7a8 0xb
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:(string_split+0x74)[0x331662] + 0x806a910 0x4
@ /lib/i386-linux-gnu/libc.so.6:(__strdup+0x31)[0x21c371] + 0x806acf8 0x8
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:(string_split+0x74)[0x331662] < 0x806a910
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:(string_split+0x74)[0x331662] > 0x806a910 0x8
@ /lib/i386-linux-gnu/libc.so.6:(__strdup+0x31)[0x21c371] + 0x806ad08 0x3
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:(string_split+0xce)[0x3316bc] < 0x806a910
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:(string_split+0xce)[0x3316bc] > 0x806a910 0xc
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:(string_split+0xee)[0x3316dc] - 0x806a7a8
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:[0x32fb0e] + 0x806ad18 0x10
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:[0x330a4a] - 0x806a910
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:(string_iterate_lines+0x15)[0x3316fb] - 0x806a990
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:(string_iterate_lines+0x15)[0x3316fb] - 0x806a9b0
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:(string_iterate_lines+0x15)[0x3316fb] - 0x806aa00
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:(string_iterate_lines+0x15)[0x3316fb] - 0x806aa38
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:(string_iterate_lines+0x15)[0x3316fb] - 0x806aa88
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:(string_iterate_lines+0x15)[0x3316fb] - 0x806a980
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:(string_iterate_lines+0x15)[0x3316fb] - 0x806aae8
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:(string_iterate_lines+0x15)[0x3316fb] - 0x806aa20
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:(string_iterate_lines+0x15)[0x3316fb] - 0x806ab48
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:(string_iterate_lines+0x15)[0x3316fb] - 0x806abb0
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:(string_iterate_lines+0x15)[0x3316fb] - 0x806ab20
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:(string_iterate_lines+0x15)[0x3316fb] - 0x806ac00
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:(string_iterate_lines+0x15)[0x3316fb] - 0x806ac10
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:(string_iterate_lines+0x15)[0x3316fb] - 0x806ac78
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:(string_iterate_lines+0x15)[0x3316fb] - 0x806aac8
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:(string_iterate_lines+0x15)[0x3316fb] - 0x806acd0
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:(config_create+0x151)[0x330ba2] - 0x806ac88
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:(config_create+0x15c)[0x330bad] - 0x806a570
@ /lib/i386-linux-gnu/libc.so.6:(fclose+0x154)[0x204414] - 0x806a408
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/rc/Debug/librc.so:(init_semaforos+0x1e)[0x3252ee] + 0x806ac10 0x20
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/rc/Debug/librc.so:(init_semaforos+0x30)[0x325300] + 0x806ab20 0x20
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:(log_create+0x24)[0x330dc0] + 0x806abb0 0x14
@ /lib/i386-linux-gnu/libc.so.6:[0x204d08] + 0x806a408 0x160
@ /lib/i386-linux-gnu/libc.so.6:(__strdup+0x31)[0x21c371] + 0x806acd0 0x3
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/rc/Debug/librc.so:(alocate_vector+0xae)[0x324446] + 0x806ad30 0x16000
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/rc/Debug/librc.so:(alocate_keys_space+0x45)[0x324497] + 0x8080d38 0x14000
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/rc/Debug/librc.so:[0x3247cb] + 0xb7de4008 0x200000
@ /lib/i386-linux-gnu/libc.so.6:(fdopen+0xd3)[0x2045d3] + 0x806a980 0x160
@ /lib/i386-linux-gnu/libc.so.6:(fclose+0x154)[0x204414] - 0x806a980
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/memcached-1.6/.libs/memcached:[0x805b713] + 0x806abc8 0x34
@ /lib/i386-linux-gnu/libc.so.6:(__strdup+0x31)[0x21c371] + 0x806a910 0x5
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/memcached-1.6/.libs/memcached:[0x805b737] + 0x806a980 0x100
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/memcached-1.6/.libs/memcached:[0x804cbc0] + 0x8094d40 0x9fb0
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/memcached-1.6/.libs/memcached:[0x805ab30] + 0x809ecf8 0x2d0
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/memcached-1.6/.libs/memcached:[0x805ab4d] + 0x806ab48 0x14
@ /usr/lib/libevent-2.0.so.5:(event_mm_calloc_+0x6c)[0x14104c] + 0x806a7a8 0xc
@ /usr/lib/libevent-2.0.so.5:(event_mm_calloc_+0x6c)[0x14104c] + 0x806a570 0x16c
@ /usr/lib/libevent-2.0.so.5:(event_mm_calloc_+0x6c)[0x14104c] + 0x806ac00 0xc
@ /usr/lib/libevent-2.0.so.5:(event_mm_calloc_+0x6c)[0x14104c] + 0x809efd0 0x180
@ /usr/lib/libevent-2.0.so.5:(event_mm_calloc_+0x6c)[0x14104c] + 0x806ab60 0x8
@ /usr/lib/libevent-2.0.so.5:(event_mm_realloc_+0x35)[0x141145] + 0x806ac38 0x80
@ /usr/lib/libevent-2.0.so.5:(event_mm_calloc_+0x6c)[0x14104c] + 0x806acc0 0xc
@ /usr/lib/libevent-2.0.so.5:(event_mm_calloc_+0x6c)[0x14104c] + 0x806ab70 0xc
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/memcached-1.6/.libs/memcached:[0x805acd7] + 0x806aa88 0x50
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/memcached-1.6/.libs/memcached:[0x805b713] + 0x806aae0 0x34
@ /lib/i386-linux-gnu/libc.so.6:(__strdup+0x31)[0x21c371] + 0x806ab80 0x7
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/memcached-1.6/.libs/memcached:[0x805b737] + 0x809f158 0x100
@ /usr/lib/libevent-2.0.so.5:(event_mm_calloc_+0x6c)[0x14104c] + 0x809f260 0x16c
@ /usr/lib/libevent-2.0.so.5:(event_mm_calloc_+0x6c)[0x14104c] + 0x806ab90 0xc
@ /usr/lib/libevent-2.0.so.5:(event_mm_calloc_+0x6c)[0x14104c] + 0x809f3d0 0x180
@ /usr/lib/libevent-2.0.so.5:(event_mm_calloc_+0x6c)[0x14104c] + 0x806aba0 0x8
@ /usr/lib/libevent-2.0.so.5:(event_mm_realloc_+0x35)[0x141145] + 0x806a6e0 0x80
@ /usr/lib/libevent-2.0.so.5:(event_mm_calloc_+0x6c)[0x14104c] + 0x806a768 0xc
@ /usr/lib/libevent-2.0.so.5:(event_mm_calloc_+0x6c)[0x14104c] + 0x809f558 0xc
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/memcached-1.6/.libs/memcached:[0x805acd7] + 0x809f568 0x50
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/memcached-1.6/.libs/memcached:[0x805b713] + 0x809f5c0 0x34
@ /lib/i386-linux-gnu/libc.so.6:(__strdup+0x31)[0x21c371] + 0x809f5f8 0x7
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/memcached-1.6/.libs/memcached:[0x805b737] + 0x809f608 0x100
@ /usr/lib/libevent-2.0.so.5:(event_mm_calloc_+0x6c)[0x14104c] + 0x809f710 0x16c
@ /usr/lib/libevent-2.0.so.5:(event_mm_calloc_+0x6c)[0x14104c] + 0x809f880 0xc
@ /usr/lib/libevent-2.0.so.5:(event_mm_calloc_+0x6c)[0x14104c] + 0x809f890 0x180
@ /usr/lib/libevent-2.0.so.5:(event_mm_calloc_+0x6c)[0x14104c] + 0x809fa18 0x8
@ /usr/lib/libevent-2.0.so.5:(event_mm_realloc_+0x35)[0x141145] + 0x809fa28 0x80
@ /usr/lib/libevent-2.0.so.5:(event_mm_calloc_+0x6c)[0x14104c] + 0x809fab0 0xc
@ /usr/lib/libevent-2.0.so.5:(event_mm_calloc_+0x6c)[0x14104c] + 0x809fac0 0xc
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/memcached-1.6/.libs/memcached:[0x805acd7] + 0x809fad0 0x50
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/memcached-1.6/.libs/memcached:[0x805b713] + 0x809fb28 0x34
